batting_team,bowling_team,venue,toss_winner,toss_decision,team1_win_pct,team2_win_pct,toss_win_match_win,target
Kings XI Punjab,Delhi Capitals,OUTsurance Oval,Kings XI Punjab,field,0.4473684210526316,0.4452690166975881,1,1
Mumbai Indians,Chennai Super Kings,St George's Park,Mumbai Indians,bat,0.5390070921985816,0.5614035087719298,0,0
Chennai Super Kings,Mumbai Indians,St George's Park,Mumbai Indians,bat,0.5614035087719298,0.5390070921985816,0,1
Kolkata Knight Riders,Sunrisers Hyderabad,New Wanderers Stadium,Sunrisers Hyderabad,field,0.5027932960893855,0.4500907441016334,1,0
Sunrisers Hyderabad,Kolkata Knight Riders,New Wanderers Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.5027932960893855,1,1
Kings XI Punjab,Sunrisers Hyderabad,New Wanderers Stadium,Sunrisers Hyderabad,field,0.4473684210526316,0.4500907441016334,0,1
Sunrisers Hyderabad,Kings XI Punjab,New Wanderers Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.4473684210526316,0,0
Delhi Capitals,Rajasthan Royals,OUTsurance Oval,Delhi Capitals,bat,0.4452690166975881,0.49269311064718163,1,1
Rajasthan Royals,Delhi Capitals,OUTsurance Oval,Delhi Capitals,bat,0.49269311064718163,0.4452690166975881,1,0
Chennai Super Kings,Kolkata Knight Riders,SuperSport Park,Chennai Super Kings,bat,0.5614035087719298,0.5027932960893855,0,0
Kolkata Knight Riders,Chennai Super Kings,SuperSport Park,Chennai Super Kings,bat,0.5027932960893855,0.5614035087719298,0,1
Delhi Capitals,Royal Challengers Bangalore,New Wanderers Stadium,Delhi Capitals,bat,0.4452690166975881,0.4759916492693111,0,0
Royal Challengers Bangalore,Delhi Capitals,New Wanderers Stadium,Delhi Capitals,bat,0.4759916492693111,0.4452690166975881,0,1
Rajasthan Royals,Kolkata Knight Riders,Kingsmead,Kolkata Knight Riders,field,0.49269311064718163,0.5027932960893855,1,0
Kolkata Knight Riders,Rajasthan Royals,Kingsmead,Kolkata Knight Riders,field,0.5027932960893855,0.49269311064718163,1,1
Chennai Super Kings,Kings XI Punjab,Kingsmead,Chennai Super Kings,bat,0.5614035087719298,0.4473684210526316,1,1
Kings XI Punjab,Chennai Super Kings,Kingsmead,Chennai Super Kings,bat,0.4473684210526316,0.5614035087719298,1,0
Mumbai Indians,Delhi Capitals,SuperSport Park,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,1,0
Delhi Capitals,Mumbai Indians,SuperSport Park,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,1,1
Royal Challengers Bangalore,Sunrisers Hyderabad,SuperSport Park,Royal Challengers Bangalore,bat,0.4759916492693111,0.4500907441016334,1,1
Sunrisers Hyderabad,Royal Challengers Bangalore,SuperSport Park,Royal Challengers Bangalore,bat,0.4500907441016334,0.4759916492693111,1,0
Delhi Capitals,Sunrisers Hyderabad,SuperSport Park,Sunrisers Hyderabad,field,0.4452690166975881,0.4500907441016334,1,0
Sunrisers Hyderabad,Delhi Capitals,SuperSport Park,Sunrisers Hyderabad,field,0.4500907441016334,0.4452690166975881,1,1
Chennai Super Kings,Royal Challengers Bangalore,New Wanderers Stadium,Royal Challengers Bangalore,field,0.5614035087719298,0.4759916492693111,1,0
Royal Challengers Bangalore,Chennai Super Kings,New Wanderers Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.5614035087719298,1,1
Sunrisers Hyderabad,Royal Challengers Bangalore,New Wanderers Stadium,Royal Challengers Bangalore,field,0.4500907441016334,0.4759916492693111,0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,New Wanderers Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.4500907441016334,0,0
Kolkata Knight Riders,Sunrisers Hyderabad,Dr DY Patil Sports Academy,Sunrisers Hyderabad,field,0.5027932960893855,0.4500907441016334,0,1
Sunrisers Hyderabad,Kolkata Knight Riders,Dr DY Patil Sports Academy,Sunrisers Hyderabad,field,0.4500907441016334,0.5027932960893855,0,0
Mumbai Indians,Rajasthan Royals,Brabourne Stadium,Mumbai Indians,bat,0.5390070921985816,0.49269311064718163,1,1
Rajasthan Royals,Mumbai Indians,Brabourne Stadium,Mumbai Indians,bat,0.49269311064718163,0.5390070921985816,1,0
Kings XI Punjab,Delhi Capitals,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,0.4473684210526316,0.4452690166975881,1,0
Delhi Capitals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Delhi Capitals,field,0.4452690166975881,0.4473684210526316,1,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,0.4759916492693111,0.5027932960893855,1,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,field,0.5027932960893855,0.4759916492693111,1,1
Sunrisers Hyderabad,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,bat,0.4500907441016334,0.5614035087719298,1,1
Chennai Super Kings,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chepauk",Sunrisers Hyderabad,bat,0.5614035087719298,0.4500907441016334,1,0
Rajasthan Royals,Delhi Capitals,"Sardar Patel Stadium, Motera",Delhi Capitals,field,0.49269311064718163,0.4452690166975881,1,0
Delhi Capitals,Rajasthan Royals,"Sardar Patel Stadium, Motera",Delhi Capitals,field,0.4452690166975881,0.49269311064718163,1,1
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,bat,0.4473684210526316,0.4759916492693111,0,0
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,bat,0.4759916492693111,0.4473684210526316,0,1
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,Chennai Super Kings,bat,0.5614035087719298,0.5027932960893855,1,1
Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,bat,0.5027932960893855,0.5614035087719298,1,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,0,1
Delhi Capitals,Mumbai Indians,Feroz Shah Kotla,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,0,0
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.49269311064718163,0.4759916492693111,1,0
Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.49269311064718163,1,1
Delhi Capitals,Chennai Super Kings,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.5614035087719298,0,0
Chennai Super Kings,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.5614035087719298,0.4452690166975881,0,1
Sunrisers Hyderabad,Kings XI Punjab,Barabati Stadium,Kings XI Punjab,field,0.4500907441016334,0.4473684210526316,0,1
Kings XI Punjab,Sunrisers Hyderabad,Barabati Stadium,Kings XI Punjab,field,0.4473684210526316,0.4500907441016334,0,0
Rajasthan Royals,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",Rajasthan Royals,bat,0.49269311064718163,0.5027932960893855,1,1
Kolkata Knight Riders,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,bat,0.5027932960893855,0.49269311064718163,1,0
Mumbai Indians,Royal Challengers Bangalore,Brabourne Stadium,Mumbai Indians,bat,0.5390070921985816,0.4759916492693111,0,0
Royal Challengers Bangalore,Mumbai Indians,Brabourne Stadium,Mumbai Indians,bat,0.4759916492693111,0.5390070921985816,0,1
Sunrisers Hyderabad,Delhi Capitals,Barabati Stadium,Sunrisers Hyderabad,bat,0.4500907441016334,0.4452690166975881,1,1
Delhi Capitals,Sunrisers Hyderabad,Barabati Stadium,Sunrisers Hyderabad,bat,0.4452690166975881,0.4500907441016334,1,0
Kings XI Punjab,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,field,0.4473684210526316,0.5614035087719298,0,0
Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,field,0.5614035087719298,0.4473684210526316,0,0
Kolkata Knight Riders,Mumbai Indians,Brabourne Stadium,Kolkata Knight Riders,bat,0.5027932960893855,0.5390070921985816,0,0
Mumbai Indians,Kolkata Knight Riders,Brabourne Stadium,Kolkata Knight Riders,bat,0.5390070921985816,0.5027932960893855,0,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Chennai Super Kings,field,0.4759916492693111,0.5614035087719298,0,1
Chennai Super Kings,Royal Challengers Bangalore,M Chinnaswamy Stadium,Chennai Super Kings,field,0.5614035087719298,0.4759916492693111,0,0
Rajasthan Royals,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,0.49269311064718163,0.4473684210526316,0,1
Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,field,0.4473684210526316,0.49269311064718163,0,0
Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,field,0.5614035087719298,0.5390070921985816,1,0
Mumbai Indians,Chennai Super Kings,"Brabourne Stadium, Mumbai",Mumbai Indians,field,0.5390070921985816,0.5614035087719298,1,1
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4452690166975881,0.4759916492693111,0,1
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.4452690166975881,0,0
Sunrisers Hyderabad,Rajasthan Royals,"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,bat,0.4500907441016334,0.49269311064718163,0,0
Rajasthan Royals,Sunrisers Hyderabad,"Sardar Patel Stadium, Motera",Sunrisers Hyderabad,bat,0.49269311064718163,0.4500907441016334,0,1
Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,0.5027932960893855,0.4473684210526316,1,1
Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,bat,0.4473684210526316,0.5027932960893855,1,0
Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",Rajasthan Royals,bat,0.49269311064718163,0.5614035087719298,1,1
Chennai Super Kings,Rajasthan Royals,"Sardar Patel Stadium, Motera",Rajasthan Royals,bat,0.5614035087719298,0.49269311064718163,1,0
Mumbai Indians,Sunrisers Hyderabad,Dr DY Patil Sports Academy,Sunrisers Hyderabad,field,0.5390070921985816,0.4500907441016334,0,1
Sunrisers Hyderabad,Mumbai Indians,Dr DY Patil Sports Academy,Sunrisers Hyderabad,field,0.4500907441016334,0.5390070921985816,0,0
Delhi Capitals,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.5027932960893855,1,1
Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.5027932960893855,0.4452690166975881,1,0
Kings XI Punjab,Mumbai Indians,Brabourne Stadium,Mumbai Indians,field,0.4473684210526316,0.5390070921985816,1,0
Mumbai Indians,Kings XI Punjab,Brabourne Stadium,Mumbai Indians,field,0.5390070921985816,0.4473684210526316,1,1
Royal Challengers Bangalore,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,0.4759916492693111,0.5614035087719298,0,0
Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,bat,0.5614035087719298,0.4759916492693111,0,1
Delhi Capitals,Rajasthan Royals,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.49269311064718163,1,1
Rajasthan Royals,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.49269311064718163,0.4452690166975881,1,0
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.4500907441016334,1,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.4500907441016334,0.5027932960893855,1,0
Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,0.4473684210526316,0.4759916492693111,0,0
Royal Challengers Bangalore,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,bat,0.4759916492693111,0.4473684210526316,0,1
Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.5614035087719298,0.49269311064718163,1,1
Rajasthan Royals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.49269311064718163,0.5614035087719298,1,0
Mumbai Indians,Sunrisers Hyderabad,Brabourne Stadium,Mumbai Indians,bat,0.5390070921985816,0.4500907441016334,1,1
Sunrisers Hyderabad,Mumbai Indians,Brabourne Stadium,Mumbai Indians,bat,0.4500907441016334,0.5390070921985816,1,0
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.4473684210526316,0,0
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.4473684210526316,0.5027932960893855,0,1
Delhi Capitals,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.4759916492693111,1,1
Royal Challengers Bangalore,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.4759916492693111,0.4452690166975881,1,0
Rajasthan Royals,Sunrisers Hyderabad,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,bat,0.49269311064718163,0.4500907441016334,1,1
Sunrisers Hyderabad,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,bat,0.4500907441016334,0.49269311064718163,1,0
Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.5614035087719298,0.5390070921985816,1,1
Mumbai Indians,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.5390070921985816,0.5614035087719298,1,0
Kings XI Punjab,Rajasthan Royals,Sawai Mansingh Stadium,Kings XI Punjab,bat,0.4473684210526316,0.49269311064718163,0,0
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Kings XI Punjab,bat,0.49269311064718163,0.4473684210526316,0,1
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Kolkata Knight Riders,bat,0.5027932960893855,0.4452690166975881,1,1
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,bat,0.4452690166975881,0.5027932960893855,1,0
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,field,0.4759916492693111,0.4500907441016334,1,0
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.4759916492693111,1,1
Mumbai Indians,Kings XI Punjab,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,0.5390070921985816,0.4473684210526316,0,0
Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,bat,0.4473684210526316,0.5390070921985816,0,1
Chennai Super Kings,Sunrisers Hyderabad,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,bat,0.5614035087719298,0.4500907441016334,0,0
Sunrisers Hyderabad,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",Chennai Super Kings,bat,0.4500907441016334,0.5614035087719298,0,1
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,1,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,1,1
Delhi Capitals,Kings XI Punjab,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.4473684210526316,0,0
Kings XI Punjab,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.4473684210526316,0.4452690166975881,0,1
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,field,0.5390070921985816,0.49269311064718163,0,1
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,field,0.49269311064718163,0.5390070921985816,0,0
Sunrisers Hyderabad,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,field,0.4500907441016334,0.4759916492693111,0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,"Vidarbha Cricket Association Stadium, Jamtha",Royal Challengers Bangalore,field,0.4759916492693111,0.4500907441016334,0,0
Mumbai Indians,Delhi Capitals,Brabourne Stadium,Mumbai Indians,bat,0.5390070921985816,0.4452690166975881,1,1
Delhi Capitals,Mumbai Indians,Brabourne Stadium,Mumbai Indians,bat,0.4452690166975881,0.5390070921985816,1,0
Kolkata Knight Riders,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,0.5027932960893855,0.5614035087719298,0,0
Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Kolkata Knight Riders,bat,0.5614035087719298,0.5027932960893855,0,1
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Rajasthan Royals,bat,0.49269311064718163,0.4759916492693111,0,0
Royal Challengers Bangalore,Rajasthan Royals,Sawai Mansingh Stadium,Rajasthan Royals,bat,0.4759916492693111,0.49269311064718163,0,1
Chennai Super Kings,Delhi Capitals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.5614035087719298,0.4452690166975881,0,0
Delhi Capitals,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,bat,0.4452690166975881,0.5614035087719298,0,1
Kings XI Punjab,Sunrisers Hyderabad,Himachal Pradesh Cricket Association Stadium,Sunrisers Hyderabad,field,0.4473684210526316,0.4500907441016334,1,0
Sunrisers Hyderabad,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.4473684210526316,1,1
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.5390070921985816,0.4759916492693111,0,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.5390070921985816,0,0
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,Rajasthan Royals,bat,0.49269311064718163,0.5027932960893855,0,0
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Rajasthan Royals,bat,0.5027932960893855,0.49269311064718163,0,1
Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,field,0.4473684210526316,0.5614035087719298,1,0
Chennai Super Kings,Kings XI Punjab,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,field,0.5614035087719298,0.4473684210526316,1,1
Sunrisers Hyderabad,Delhi Capitals,Feroz Shah Kotla,Sunrisers Hyderabad,bat,0.4500907441016334,0.4452690166975881,1,1
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,bat,0.4452690166975881,0.4500907441016334,1,0
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Mumbai Indians,bat,0.5390070921985816,0.5027932960893855,0,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,bat,0.5027932960893855,0.5390070921985816,0,1
Mumbai Indians,Royal Challengers Bangalore,Dr DY Patil Sports Academy,Mumbai Indians,bat,0.5390070921985816,0.4759916492693111,1,1
Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,bat,0.4759916492693111,0.5390070921985816,1,0
Chennai Super Kings,Sunrisers Hyderabad,Dr DY Patil Sports Academy,Chennai Super Kings,bat,0.5614035087719298,0.4500907441016334,1,1
Sunrisers Hyderabad,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,bat,0.4500907441016334,0.5614035087719298,1,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Dr DY Patil Sports Academy,Sunrisers Hyderabad,bat,0.4500907441016334,0.4759916492693111,0,0
Royal Challengers Bangalore,Sunrisers Hyderabad,Dr DY Patil Sports Academy,Sunrisers Hyderabad,bat,0.4759916492693111,0.4500907441016334,0,1
Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,Chennai Super Kings,bat,0.5614035087719298,0.5390070921985816,1,1
Mumbai Indians,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,bat,0.5390070921985816,0.5614035087719298,1,0
